,Date,Open,High,Low,Close,Adj Close,Volume,SMA20,SMA50,RSI14,Signal
0,2023-09-05,4507.2001953125,4539.0,4485.0,4514.9501953125,4456.9384765625,453349,,,,
1,2023-09-06,4520.0,4590.0,4503.0498046875,4569.14990234375,4510.44140625,300673,,,,
2,2023-09-07,4590.0,4590.39990234375,4521.0,4530.7001953125,4472.48583984375,479124,,,,
3,2023-09-08,4540.7001953125,4548.60009765625,4513.7998046875,4540.5,4482.15966796875,278293,,,,
4,2023-09-11,4540.89990234375,4574.0,4540.0,4568.5498046875,4509.84912109375,302448,,,,
5,2023-09-12,4568.5498046875,4574.39990234375,4508.89990234375,4567.14990234375,4508.46728515625,321129,,,,
6,2023-09-13,4567.14990234375,4630.4501953125,4549.10009765625,4608.25,4549.0390625,435792,,,,
7,2023-09-14,4619.0,4631.9501953125,4552.64990234375,4574.35009765625,4515.57470703125,473085,,,,
8,2023-09-15,4583.0,4589.25,4518.60009765625,4532.85009765625,4474.6083984375,408326,,,,
9,2023-09-18,4540.0,4603.0,4520.0,4596.2001953125,4537.14453125,304844,,,,
10,2023-09-20,4596.2001953125,4597.0,4507.7001953125,4527.39990234375,4469.22802734375,357295,,,,
11,2023-09-21,4520.0,4565.7001953125,4478.0,4558.5498046875,4499.9775390625,367638,,,,
12,2023-09-22,4558.5498046875,4572.0,4510.0,4564.64990234375,4505.99951171875,210753,,,,
13,2023-09-25,4574.0498046875,4585.0,4510.5498046875,4570.0498046875,4511.330078125,498354,,,56.50989025189452,
14,2023-09-26,4570.25,4609.0,4549.4501953125,4600.14990234375,4541.04345703125,330231,,,59.39773169157986,
15,2023-09-27,4601.2001953125,4634.0498046875,4569.0,4627.35009765625,4567.89404296875,358156,,,56.82620478270729,
16,2023-09-28,4627.35009765625,4634.2998046875,4505.0498046875,4524.5498046875,4466.41455078125,390490,,,49.3732410345006,
17,2023-09-29,4555.0,4560.4501953125,4501.5498046875,4537.14990234375,4478.8525390625,230125,,,49.66054382255066,
18,2023-10-03,4524.7998046875,4553.25,4486.60009765625,4495.4501953125,4437.68896484375,543482,,,42.79239549291218,
19,2023-10-04,4490.0,4540.0,4466.75,4532.5,4474.2626953125,318564,4557.022485351563,,46.80793448445554,
20,2023-10-05,4540.25,4548.2001953125,4500.0,4533.89990234375,4475.64453125,302015,4557.969970703125,,42.61007311838812,
21,2023-10-06,4533.85009765625,4549.4501953125,4515.0,4538.4501953125,4480.13623046875,238131,4556.434985351562,,46.21069764229662,
22,2023-10-09,4511.0,4535.0,4493.5,4522.5,4464.39111328125,255764,4556.024975585938,,48.845244074773404,
23,2023-10-10,4522.2001953125,4541.9501953125,4503.0,4529.9501953125,4471.74560546875,222750,4555.497485351562,,41.55515168112731,
24,2023-10-11,4522.0,4568.9501953125,4520.64990234375,4554.9501953125,4496.42431640625,368192,4554.8175048828125,,53.95325569239954,
25,2023-10-12,4582.0,4591.60009765625,4531.0,4560.75,4502.1494140625,518582,4554.497509765625,,50.340481479802335,
26,2023-10-13,4550.0,4582.0,4515.0,4574.7001953125,4515.92041015625,445822,4552.82001953125,,51.51839737262591,
27,2023-10-16,4559.9501953125,4591.4501953125,4555.0,4586.0498046875,4527.12451171875,292118,4553.405004882812,,52.37458911376115,
28,2023-10-17,4586.2001953125,4609.89990234375,4562.2001953125,4600.35009765625,4541.24072265625,196669,4556.780004882812,,50.03117330227154,
29,2023-10-18,4605.0,4623.0,4586.25,4607.7001953125,4548.49658203125,217179,4557.355004882813,,46.73861070634935,
30,2023-10-19,4600.0498046875,4616.0,4561.7001953125,4602.4501953125,4543.31396484375,228881,4561.10751953125,,69.12133429854882,
31,2023-10-20,4603.0,4608.0,4558.75,4580.0,4521.15234375,351045,4562.180029296875,,60.03278830961859,
32,2023-10-23,4572.7001953125,4600.0,4516.35009765625,4530.60009765625,4472.38720703125,203004,4560.4775390625,,57.94346322505468,
33,2023-10-25,4470.0,4585.60009765625,4470.0,4533.75,4475.49658203125,330082,4558.662548828125,,50.33359917017206,
34,2023-10-26,4517.60009765625,4524.7998046875,4476.75,4507.7998046875,4449.8798828125,488909,4554.0450439453125,,43.84143714009858,
35,2023-10-27,4512.0,4544.0,4491.0,4514.2998046875,4456.29638671875,382794,4548.392529296875,,44.35344296132577,
36,2023-10-30,4500.0,4508.7001953125,4441.0,4461.60009765625,4404.2734375,450526,4545.245043945312,,37.84918623070793,
37,2023-10-31,4460.10009765625,4479.75,4401.89990234375,4426.5,4369.62451171875,504625,4539.712548828125,,31.410566880053903,
38,2023-11-01,4442.60009765625,4456.0,4347.7001953125,4397.2998046875,4340.79931640625,395359,4534.805029296875,,22.092355884091845,Buy
39,2023-11-02,4512.10009765625,4568.7998046875,4454.25,4527.25,4469.080078125,822845,4534.542529296875,,45.88047814506231,
40,2023-11-03,4528.0,4582.39990234375,4524.14990234375,4539.5498046875,4481.2216796875,335012,4534.825024414063,,45.65991188152479,
41,2023-11-06,4554.89990234375,4628.14990234375,4546.0498046875,4623.60009765625,4564.19189453125,205763,4539.08251953125,,53.930725832090445,
