,Date,Open,High,Low,Close,Adj Close,Volume,SMA20,SMA50,RSI14,Signal
0,2023-09-05,964.0999755859376,970.0,962.25,968.4000244140624,960.1343994140624,16623486,,,,
1,2023-09-06,962.5499877929688,969.5,950.7999877929688,957.5,949.3274536132812,30802100,,,,
2,2023-09-07,957.4000244140624,969.5,954.7000122070312,965.6500244140624,957.4078979492188,13462347,,,,
3,2023-09-08,967.5,975.0,961.25,970.5499877929688,962.2660522460938,13086915,,,,
4,2023-09-11,974.9500122070312,982.0,969.3499755859376,978.25,969.9003295898438,7894110,,,,
5,2023-09-12,990.0999755859376,995.1500244140624,982.6500244140624,990.5,982.0457763671876,20959591,,,,
6,2023-09-13,989.7999877929688,994.8499755859376,980.5499877929688,989.7999877929688,981.3517456054688,21997553,,,,
7,2023-09-14,992.2999877929688,992.9000244140624,982.25,987.7000122070312,979.2696533203124,11464188,,,,
8,2023-09-15,990.3499755859376,997.5,988.5999755859376,992.4500122070312,983.9791259765624,13307980,,,,
9,2023-09-18,990.0999755859376,996.25,987.2999877929688,990.2000122070312,981.7483520507812,16713222,,,,
10,2023-09-20,981.5499877929688,996.0,980.6500244140624,987.1500244140624,978.724365234375,25741856,,,,
11,2023-09-21,979.9500122070312,982.5,957.4500122070312,959.2999877929688,951.112060546875,19742813,,,,
12,2023-09-22,956.5,960.9000244140624,947.4000244140624,950.2999877929688,942.1888427734376,12701888,,,,
13,2023-09-25,950.2999877929688,961.2000122070312,941.5,956.3499755859376,948.1871948242188,8997098,,,43.95381541601283,
14,2023-09-26,958.9500122070312,958.9500122070312,947.0999755859376,948.7000122070312,940.6025390625,10521409,,,40.82012374267848,
15,2023-09-27,946.2999877929688,946.5,934.4000244140624,943.0999755859376,935.05029296875,15152973,,,42.94116450291055,
16,2023-09-28,945.5,947.25,934.75,942.5999755859376,934.5545654296876,25991282,,,37.78481463032804,
17,2023-09-29,946.7000122070312,956.0,943.7000122070312,951.9000244140624,943.7752685546876,10447334,,,40.55698640415694,
18,2023-10-03,951.5999755859376,951.5999755859376,939.0,940.2999877929688,932.2742309570312,11131636,,,31.514865749524773,
19,2023-10-04,935.0,935.5,925.0,930.0499877929688,922.1116943359376,17334739,965.0375,,19.97021317109052,Buy
20,2023-10-05,935.2000122070312,943.9500122070312,934.5499877929688,940.8499755859376,932.8195190429688,10478856,963.6599975585938,,27.90068386892688,Buy
21,2023-10-06,946.0,946.5499877929688,938.0,945.2000122070312,937.1324462890624,6355755,963.0449981689452,,31.194710580243864,
22,2023-10-09,940.25,942.0499877929688,936.2999877929688,938.5999755859376,930.5887451171876,6725306,961.692495727539,,26.5563943338621,Buy
23,2023-10-10,940.4000244140624,957.5,940.3499755859376,951.2000122070312,943.0812377929688,11452715,960.7249969482422,,34.42494442494443,
24,2023-10-11,954.9000244140624,962.0499877929688,950.75,953.0999755859376,944.9649658203124,12233117,959.467495727539,,36.27569451073047,
25,2023-10-12,952.8499755859376,960.0999755859376,948.4000244140624,954.25,946.1051635742188,7836818,957.654995727539,,47.40627654805532,
26,2023-10-13,949.9500122070312,957.4000244140624,944.5499877929688,951.2999877929688,943.1803588867188,6650442,955.7299957275392,,50.54764410085957,
27,2023-10-16,948.5,954.8499755859376,946.1500244140624,951.4000244140624,943.279541015625,5763024,953.9149963378908,,47.1002118168335,
28,2023-10-17,955.4000244140624,960.9500122070312,951.5,953.9000244140624,945.7581787109376,7747527,951.9874969482422,,53.24189250997526,
29,2023-10-18,949.2000122070312,950.6500244140624,939.0999755859376,943.75,935.6947631835938,12000153,949.6649963378908,,50.383494124798,
30,2023-10-19,936.0,945.0,934.0,935.75,927.7630615234376,8612676,947.0949951171876,,46.28728593092096,
31,2023-10-20,932.0,940.0,930.0,932.75,924.7886962890624,6586576,945.7674957275392,,38.85981332303182,
32,2023-10-23,942.0,944.7999877929688,925.4000244140624,929.9500122070312,922.0125732421876,11856890,944.749996948242,,43.29231630944884,
33,2023-10-25,926.0499877929688,933.7999877929688,911.4000244140624,916.0999755859376,908.28076171875,12593434,942.7374969482422,,41.36224113027026,
34,2023-10-26,914.2999877929688,916.5999755859376,899.0,908.6500244140624,900.8944091796876,21693345,940.7349975585936,,29.199037318117163,Buy
35,2023-10-27,916.0,918.1500244140624,911.2999877929688,912.75,904.9594116210938,8645505,939.2174987792968,,28.96955523893081,Buy
36,2023-10-30,909.0999755859376,926.2999877929688,908.2000122070312,924.9000244140624,917.0056762695312,7687791,938.3325012207032,,41.71708643367543,
37,2023-10-31,929.2999877929688,931.0,914.0999755859376,915.3499755859376,907.5371704101562,17211107,936.5049987792968,,27.495293056559177,Buy
38,2023-11-01,913.7999877929688,917.5999755859376,909.2999877929688,914.0499877929688,906.248291015625,12927203,935.1924987792968,,25.30048480608916,Buy
39,2023-11-02,920.0499877929688,924.7999877929688,912.7999877929688,919.9500122070312,912.0979614257812,9747311,934.6875,,29.534640319130418,Buy
40,2023-11-03,928.5499877929688,934.5,926.7999877929688,933.7999877929688,925.8297119140624,7146961,934.3350006103516,,40.76030281663816,
41,2023-11-06,941.0,947.75,937.4000244140624,945.4500122070312,937.3803100585938,10338367,934.3475006103516,,47.19999586397296,
42,2023-11-07,943.5999755859376,950.4500122070312,930.4500122070312,948.0999755859376,940.0076293945312,15704942,934.8225006103517,,47.27441377007878,
43,2023-11-08,948.4500122070312,948.4500122070312,934.0999755859376,935.75,927.7630615234376,17606074,934.05,,46.316757919678615,
44,2023-11-09,934.0,942.3499755859376,933.0,937.3499755859376,929.349365234375,9406117,933.2625,,50.78276729469603,
45,2023-11-10,934.9000244140624,941.4500122070312,932.4000244140624,938.5999755859376,930.5887451171876,9560455,932.4799987792968,,52.911885729007416,
46,2023-11-13,940.9000244140624,940.9000244140624,932.0,934.4500122070312,926.4741821289062,11470096,931.6375,,52.21021770020804,
47,2023-11-15,944.4000244140624,944.4000244140624,938.75,941.0999755859376,933.0673828125,19492138,931.1224975585938,,63.21355111605472,
48,2023-11-16,939.0,946.2000122070312,934.0,936.0,928.0109252929688,19706373,930.2274963378908,,64.82385462167416,
49,2023-11-17,926.5499877929688,938.4000244140624,920.1500244140624,921.8499755859376,913.981689453125,10956653,929.1324951171875,947.3389978027344,54.44769408656617,
50,2023-11-20,922.0,926.75,917.5,921.4500122070312,913.5851440429688,10562301,928.4174957275392,946.3999975585938,48.09496558636639,
51,2023-11-21,924.4000244140624,928.0499877929688,922.0,926.0999755859376,918.1954345703124,8989572,928.084994506836,945.7719970703124,56.275556087640005,
52,2023-11-22,923.25,925.2000122070312,914.75,922.75,914.8740234375,12197979,927.7249938964844,944.9139965820312,54.9601112972406,
53,2023-11-23,923.0,925.3499755859376,918.5,923.0,915.1218872070312,5534614,928.0699951171875,943.962996826172,51.85862115906906,
54,2023-11-24,921.5,930.4000244140624,920.2000122070312,929.4000244140624,921.46728515625,7452002,929.1074951171876,942.9859973144532,47.05095467922499,
55,2023-11-28,928.9000244140624,931.0499877929688,921.7000122070312,925.5,917.6005859375,14231987,929.7449951171876,941.6859973144532,35.078478581021784,
56,2023-11-29,930.9000244140624,941.0999755859376,926.0,939.5999755859376,931.5802001953124,11680078,930.4799926757812,940.6819970703124,44.57214482595193,
57,2023-11-30,938.9500122070312,940.8499755859376,928.2000122070312,934.9500122070312,926.9699096679688,23950292,931.459994506836,939.6269970703124,49.43343474190093,
58,2023-12-01,935.9500122070312,952.0,933.0,946.7000122070312,938.61962890625,16986046,933.092495727539,938.7119970703123,55.78950948787042,
59,2023-12-04,963.7000122070312,994.8499755859376,961.4000244140624,991.2000122070312,982.7398071289062,33131257,936.654995727539,938.7319970703124,71.20972350541172,Sell
60,2023-12-05,1002.5,1015.75,995.0499877929688,1013.4500122070312,1004.7998657226562,31378461,940.6374969482422,939.2579968261718,77.79735448190075,Sell
61,2023-12-06,1014.0,1016.25,1000.25,1003.25,994.6869506835938,18786590,943.5274963378906,940.1369970703124,71.33541575173237,Sell
62,2023-12-07,996.3499755859376,1002.2000122070312,988.1500244140624,999.0,990.4732055664062,11841945,946.0724975585938,941.1109973144532,71.75415465001294,Sell
63,2023-12-08,994.5,1012.8499755859376,993.25,1010.8499755859376,1002.2220458984376,16116363,949.8274963378906,942.2009973144532,81.22809692648106,Sell
64,2023-12-11,1007.0999755859376,1020.0,1004.6500244140624,1017.0999755859376,1008.418701171875,11714606,953.8149963378906,943.5689965820312,82.23795701822417,Sell
65,2023-12-12,1017.0999755859376,1021.0,1008.5999755859376,1015.7000122070312,1007.0307006835938,12380856,957.6699981689452,945.0209973144532,80.8752892441353,Sell
66,2023-12-13,1014.7999877929688,1020.7000122070312,1009.2000122070312,1013.9000244140624,1005.2460327148438,15887040,961.6424987792968,946.4469982910156,81.74854438199907,Sell
67,2023-12-14,1022.25,1040.0,1021.25,1033.6500244140625,1024.8275146484375,16317672,966.2700012207032,948.0819982910156,83.93133214295072,Sell
68,2023-12-15,1043.6500244140625,1043.699951171875,1025.699951171875,1037.4000244140625,1028.5455322265625,14306067,971.3400024414062,950.0239990234376,83.66585590823716,Sell
69,2023-12-18,1029.949951171875,1029.949951171875,1018.0,1021.4500122070312,1012.7316284179688,8592711,976.3200042724608,951.8519995117188,77.819679134316,Sell
70,2023-12-19,1025.5,1025.5,1012.5999755859376,1015.4500122070312,1006.7828369140624,10094256,981.0200042724608,953.3440002441406,73.07577610503029,Sell
71,2023-12-20,1022.0,1022.0,1002.0,1006.6500244140624,998.0579223632812,16490281,985.0475067138672,954.5730004882812,71.27597572067694,Sell
72,2023-12-21,996.5499877929688,1010.9000244140624,989.2000122070312,1004.4000244140624,995.8271484375,18064916,989.1300079345704,955.8890014648438,68.14466489191207,
73,2023-12-22,1002.9500122070312,1009.5499877929688,991.5999755859376,994.2999877929688,985.8132934570312,20881976,992.6950073242188,956.7510009765624,51.24397118513055,
74,2023-12-26,994.9000244140624,997.5,989.9000244140624,995.0999755859376,986.6064453125,14339699,995.9800048828124,957.5910009765626,41.10516571213525,
