,Date,Open,High,Low,Close,Adj Close,Volume,SMA20,SMA50,RSI14,Signal
0,2023-09-05,863.0999755859375,867.7999877929688,858.4000244140625,865.9000244140625,861.1012573242188,2216754,,,,
1,2023-09-06,867.1500244140625,882.4000244140625,865.7999877929688,880.2999877929688,875.4214477539062,4235096,,,,
2,2023-09-07,880.2999877929688,883.7000122070312,873.1500244140625,875.2999877929688,870.4491577148438,4532834,,,,
3,2023-09-08,881.7999877929688,890.6500244140625,878.1500244140625,885.8499755859375,880.940673828125,3741470,,,,
4,2023-09-11,888.0,892.2999877929688,883.5999755859375,890.7999877929688,885.8632202148438,2733894,,,,
5,2023-09-12,894.9000244140625,896.5,885.0,890.4000244140625,885.4655151367188,4106031,,,,
6,2023-09-13,888.0499877929688,918.0,885.5499877929688,915.1500244140624,910.0783081054688,5222561,,,,
7,2023-09-14,920.2999877929688,920.5999755859376,910.0999755859376,914.9500122070312,909.8794555664062,5513106,,,,
8,2023-09-15,912.5999755859376,948.7000122070312,910.0,936.1500244140624,930.9619750976562,14003428,,,,
9,2023-09-18,929.4000244140624,935.7999877929688,918.0,920.2000122070312,915.100341796875,2977375,,,,
10,2023-09-20,911.0,919.2999877929688,904.7999877929688,910.7000122070312,905.6530151367188,5241903,,,,
11,2023-09-21,910.2000122070312,920.1500244140624,903.3499755859376,917.9500122070312,912.86279296875,4896202,,,,
12,2023-09-22,917.9500122070312,922.3499755859376,903.7999877929688,911.4000244140624,906.34912109375,6112928,,,,
13,2023-09-25,912.0,913.3499755859376,902.0499877929688,910.4000244140624,905.3546752929688,5278045,,,68.28266961962595,
14,2023-09-26,910.0,920.9500122070312,908.0,912.7000122070312,907.6419067382812,5355047,,,68.87097210839653,
15,2023-09-27,914.9500122070312,921.0499877929688,907.4500122070312,920.25,915.1500244140624,4713145,,,67.05080012608205,
16,2023-09-28,926.0,932.0,918.5999755859376,925.6500244140624,920.5201416015624,7386917,,,71.4164363461148,Sell
17,2023-09-29,932.0,936.4000244140624,921.7999877929688,926.4000244140624,921.2659912109376,5608557,,,68.81672799448955,
18,2023-10-03,918.25,928.25,916.0499877929688,925.2999877929688,920.1720581054688,4338272,,,66.60249850496211,
19,2023-10-04,918.2999877929688,925.9500122070312,918.2999877929688,924.25,919.1278686523438,5603669,908.0000091552736,,66.18840735387181,
20,2023-10-05,925.0499877929688,929.5999755859376,919.4000244140624,928.8499755859376,923.702392578125,7063132,911.1475067138672,,58.11608246975362,
21,2023-10-06,929.2000122070312,929.2000122070312,924.2999877929688,926.0499877929688,920.9179077148438,2420855,913.4350067138672,,56.37929631375718,
22,2023-10-09,918.0,928.0499877929688,916.5499877929688,924.5499877929688,919.4262084960938,2248103,915.8975067138672,,41.38184344343546,
23,2023-10-10,924.5499877929688,954.0499877929688,921.0499877929688,948.3499755859376,943.0942993164062,7897875,919.0225067138672,,68.72919301169455,
24,2023-10-11,948.5,956.7999877929688,948.0,955.5999755859376,950.3041381835938,5645289,922.2625061035156,,80.79560077796839,Sell
25,2023-10-12,955.5999755859376,956.7999877929688,947.0,950.3499755859376,945.0831909179688,5544735,925.2600036621094,,72.84906919186484,Sell
26,2023-10-13,946.2999877929688,955.9500122070312,946.2999877929688,954.2000122070312,948.9119262695312,4421671,927.2125030517578,,81.37828455443896,Sell
27,2023-10-16,957.9500122070312,958.75,943.8499755859376,946.5499877929688,941.3042602539062,1881721,928.7925018310548,,74.14826031542562,Sell
28,2023-10-17,946.5499877929688,960.25,946.0,953.6500244140624,948.364990234375,3863410,929.6675018310548,,75.70619477435407,Sell
29,2023-10-18,953.0,958.9000244140624,950.6500244140624,952.8499755859376,947.5693359375,2334392,931.3,,72.35933475999585,Sell
30,2023-10-19,945.7999877929688,951.2999877929688,941.3499755859376,942.9500122070312,937.7242431640624,4306963,932.9125,,61.17569037072902,
31,2023-10-20,937.7999877929688,947.5,937.0,945.2000122070312,939.9617919921876,3125104,934.275,,61.913794317161226,
