Date,Open,High,Low,Close,Adj Close,Volume,SMA20,SMA50,RSI14
2023-09-05,1465.0,1480.050048828125,1456.5,1478.9000244140625,1451.820068359375,5496840,,,
2023-09-06,1481.9000244140625,1482.9000244140625,1463.300048828125,1477.449951171875,1450.3963623046875,5075786,,,
2023-09-07,1470.5999755859375,1473.4000244140625,1462.050048828125,1466.199951171875,1439.3524169921875,4411743,,,
2023-09-08,1463.5,1474.75,1460.199951171875,1469.5999755859375,1442.690185546875,3125838,,,
2023-09-11,1469.5999755859375,1478.050048828125,1464.5,1476.449951171875,1449.414794921875,4182226,,,
2023-09-12,1482.5,1504.0,1477.0999755859375,1501.0999755859375,1473.6134033203125,6793161,,,
2023-09-13,1505.0,1505.0,1488.6500244140625,1498.3499755859375,1470.913818359375,4804686,,,
2023-09-14,1505.0,1512.550048828125,1499.1500244140625,1506.949951171875,1479.356201171875,6444213,,,
2023-09-15,1518.0,1518.4000244140625,1509.0,1511.5999755859375,1483.9212646484375,8657816,,,
2023-09-18,1504.9000244140625,1504.9000244140625,1488.0,1491.800048828125,1464.4837646484375,3991916,,,
2023-09-20,1476.199951171875,1495.0999755859375,1476.199951171875,1490.25,1462.962158203125,4169337,,,
2023-09-21,1486.550048828125,1504.550048828125,1476.0,1501.75,1474.2515869140625,6779195,,,
2023-09-22,1491.9000244140625,1506.949951171875,1485.199951171875,1496.1500244140625,1468.754150390625,5455613,,,
2023-09-25,1489.8499755859375,1489.8499755859375,1471.550048828125,1474.1500244140625,1447.156982421875,4217863,,,48.08545016915662
2023-09-26,1479.1500244140625,1479.9000244140625,1459.0,1460.6500244140625,1433.9041748046875,3996528,,,43.36605106450955
2023-09-27,1456.0,1469.5999755859375,1450.050048828125,1467.0,1440.1378173828125,3863586,,,46.33206221346244
2023-09-28,1467.9000244140625,1472.5999755859375,1435.0,1439.449951171875,1413.09228515625,5814602,,,41.574803149606296
2023-09-29,1432.0999755859375,1446.800048828125,1416.0,1435.449951171875,1409.16552734375,6068968,,,39.284584359523365
2023-10-03,1436.050048828125,1437.0,1420.300048828125,1434.0,1407.7421875,4181867,,,36.21306767272617
2023-10-04,1425.0,1449.949951171875,1418.199951171875,1444.3499755859375,1417.902587890625,4510406,1476.0799865722656,,29.68133201399985
2023-10-05,1452.0,1475.6500244140625,1450.199951171875,1463.449951171875,1436.65283203125,7384621,1475.3074829101563,,38.81408598608242
2023-10-06,1469.5,1484.5,1463.300048828125,1478.699951171875,1451.6236572265625,3598672,1475.3699829101563,,41.31570336258319
2023-10-09,1464.9000244140625,1491.0,1462.199951171875,1475.449951171875,1448.43310546875,3567552,1475.8324829101562,,38.79068161843025
2023-10-10,1483.9000244140625,1497.0,1469.0999755859375,1495.1500244140625,1467.7724609375,5688951,1477.1099853515625,,51.03939654930799
2023-10-11,1497.0,1518.25,1481.449951171875,1494.4000244140625,1467.0361328125,7220129,1478.0074890136718,,51.294052087908916
2023-10-12,1491.9000244140625,1504.4000244140625,1452.0,1465.5,1438.665283203125,11081662,1476.227490234375,,39.803094233473985
2023-10-13,1405.0,1438.0,1400.0,1431.1500244140625,1404.9443359375,17973439,1472.8674926757812,,34.26150121065375
2023-10-16,1432.0999755859375,1443.5999755859375,1430.0,1434.1500244140625,1407.889404296875,4850745,1469.2274963378907,,39.33333333333333
2023-10-17,1440.25,1453.3499755859375,1438.050048828125,1442.449951171875,1416.037353515625,3923764,1465.7699951171876,,45.008206101375315
2023-10-18,1442.0,1454.0,1438.3499755859375,1440.550048828125,1414.1722412109375,4264837,1463.2074951171876,,42.563965994621626
2023-10-19,1426.0999755859375,1439.6500244140625,1426.0999755859375,1433.6500244140625,1407.3985595703125,6795691,1460.3774963378905,,48.15523757533308
2023-10-20,1430.0,1438.5,1425.25,1427.25,1401.11572265625,3928622,1456.6524963378906,,47.43109063346596
2023-10-23,1425.5999755859375,1432.3499755859375,1405.25,1408.6500244140625,1382.8563232421875,2636516,1452.2774963378906,,42.8288562677192
2023-10-25,1399.0,1402.550048828125,1361.300048828125,1370.050048828125,1362.3717041015625,6940777,1447.0724975585938,,31.878055853453617
2023-10-26,1355.050048828125,1374.0,1353.0999755859375,1359.449951171875,1351.8310546875,6357656,1442.0124938964843,,23.536895674300254
2023-10-27,1363.6500244140625,1385.0,1363.6500244140625,1380.3499755859375,1372.614013671875,4634358,1437.6799926757812,,25.674013428638546
2023-10-30,1380.3499755859375,1380.3499755859375,1363.0999755859375,1377.050048828125,1369.33251953125,2667696,1434.5599975585938,,25.66767405890529
2023-10-31,1379.949951171875,1381.1500244140625,1363.0,1368.4000244140625,1360.73095703125,3451595,1431.207501220703,,16.84539242608085
2023-11-01,1373.050048828125,1377.449951171875,1351.6500244140625,1354.1500244140625,1346.560791015625,3090672,1427.2150024414063,,15.734163956642803
2023-11-02,1370.0,1376.300048828125,1361.6500244140625,1370.1500244140625,1362.47119140625,3758060,1423.5050048828125,,25.136887539271015
2023-11-03,1380.050048828125,1392.0,1377.75,1389.050048828125,1381.2652587890625,3349045,1419.785009765625,,38.06012675099654
2023-11-06,1393.9000244140625,1407.25,1390.800048828125,1403.300048828125,1395.4354248046875,2736381,1416.0150146484375,,41.77552982311351
2023-11-07,1400.0,1405.9000244140625,1394.8499755859375,1404.300048828125,1396.4298095703125,2272209,1412.45751953125,,39.41750281726768
2023-11-08,1405.0,1405.0,1386.449951171875,1391.0,1383.204345703125,3550635,1407.250018310547,,37.07278607998227
2023-11-09,1395.9000244140625,1397.5,1370.050048828125,1374.800048828125,1367.0950927734375,5498051,1401.27001953125,,35.35706540524353
2023-11-10,1369.949951171875,1373.1500244140625,1361.0,1368.8499755859375,1361.178466796875,2943649,1396.437518310547,,35.43641175600321
2023-11-13,1379.8499755859375,1382.449951171875,1370.8499755859375,1373.550048828125,1365.8521728515625,3462092,1393.55751953125,,40.59487292207592
2023-11-15,1399.0,1414.0,1393.0,1410.5,1402.594970703125,8551860,1392.375018310547,,60.9353631942721
2023-11-16,1416.0999755859375,1453.4000244140625,1410.5999755859375,1444.9000244140625,1436.80224609375,6673907,1392.4975219726562,,70.4670714428147
2023-11-17,1441.050048828125,1451.0,1435.050048828125,1437.550048828125,1429.493408203125,4901251,1392.3475219726563,1439.7900024414062,64.65165260753221
2023-11-20,1442.0,1452.0,1433.6500244140625,1436.5999755859375,1428.5487060546875,3584210,1392.49501953125,1438.9440014648437,65.43942414020759
2023-11-21,1442.0,1450.0,1436.75,1439.0,1430.935302734375,3793135,1393.08251953125,1438.1750024414061,68.91744170756934
2023-11-22,1436.199951171875,1458.949951171875,1436.199951171875,1457.800048828125,1449.6300048828125,3108786,1395.540020751953,1438.0070043945314,77.11218383258733
2023-11-23,1467.9000244140625,1467.9000244140625,1447.699951171875,1449.25,1441.1278076171875,3186928,1399.500018310547,1437.6000048828125,71.52962409452492
2023-11-24,1445.550048828125,1452.6500244140625,1433.8499755859375,1437.4000244140625,1429.34423828125,2973195,1403.3975219726562,1436.8190063476563,63.68522561033336
2023-11-28,1444.0,1445.0,1427.050048828125,1442.699951171875,1434.614501953125,3755373,1406.5150207519532,1435.651005859375,61.74712476342991
2023-11-29,1451.0999755859375,1460.699951171875,1449.800048828125,1459.5999755859375,1451.4197998046875,3875778,1410.6425170898438,1434.876005859375,65.05987488472813
2023-11-30,1453.25,1460.6500244140625,1449.550048828125,1455.1500244140625,1446.9947509765625,10120867,1414.9800170898438,1433.8400073242187,68.35478672462703
2023-12-01,1459.9000244140625,1459.9000244140625,1446.1500244140625,1452.300048828125,1444.1607666015625,3489187,1419.887518310547,1432.6540087890626,74.00865231169499
2023-12-04,1460.449951171875,1471.9000244140625,1449.300048828125,1464.3499755859375,1456.1431884765625,5511948,1424.5975158691406,1432.1050073242188,78.50746268656715
2023-12-05,1465.800048828125,1466.9000244140625,1442.0,1453.949951171875,1445.801513671875,5123039,1427.842510986328,1431.3790063476563,73.210140014406
2023-12-06,1456.75,1477.0,1451.050048828125,1474.300048828125,1466.0374755859375,5269178,1431.392510986328,1430.8300073242187,70.37037325742008
2023-12-07,1472.8499755859375,1472.8499755859375,1461.800048828125,1465.9000244140625,1457.6845703125,4424453,1434.472509765625,1430.2250073242187,58.03981022099757
2023-12-08,1470.4000244140625,1494.699951171875,1466.25,1491.1500244140625,1482.7930908203125,6323433,1439.4800109863281,1430.5650073242186,68.0471149917839
2023-12-11,1490.0,1498.0,1482.0,1488.5,1480.1578369140625,3862018,1445.1650085449219,1431.1220068359376,67.27696375033625
2023-12-12,1477.5,1490.0,1467.6500244140625,1476.050048828125,1467.7777099609375,6103494,1450.5250122070313,1431.3030078125,61.5600776374805
2023-12-13,1476.0,1476.050048828125,1433.1500244140625,1449.0,1440.8792724609375,8549258,1454.297509765625,1431.4940087890625,47.388709546550444
2023-12-14,1463.4000244140625,1511.0,1461.3499755859375,1501.449951171875,1493.0352783203125,12489858,1458.8450073242188,1432.8140087890624,62.2881297486178
2023-12-15,1523.050048828125,1588.550048828125,1521.0,1578.4000244140625,1569.5540771484375,18395389,1465.5200073242188,1435.7020092773437,75.4054054054054
2023-12-18,1567.949951171875,1593.0,1560.300048828125,1564.3499755859375,1555.582763671875,6467243,1471.8600036621094,1438.1020092773438,71.24890349988763
2023-12-19,1570.0999755859375,1573.949951171875,1543.25,1558.300048828125,1549.5667724609375,4221721,1477.9450073242188,1439.9990112304688,67.9194016870878
2023-12-20,1565.050048828125,1583.5,1530.0,1536.4000244140625,1527.7894287109375,6592367,1482.815008544922,1441.1530126953126,63.872284942068205
2023-12-21,1521.25,1546.6500244140625,1521.25,1536.0,1527.3916015625,5319038,1486.7250061035156,1442.364013671875,64.41114134843912
2023-12-22,1534.949951171875,1566.0,1523.0,1562.9000244140625,1554.140869140625,6741060,1492.4075073242188,1443.719013671875,66.14250122969995
2023-12-26,1535.0,1548.0,1523.0,1543.949951171875,1535.297119140625,6878067,1497.7350036621094,1444.7100122070312,64.34033077989554
2023-12-27,1544.0,1570.0,1544.0,1567.0999755859375,1558.3173828125,4225849,1503.9550048828125,1446.74201171875,64.65569525472232
2023-12-28,1568.949951171875,1568.949951171875,1555.0,1562.6500244140625,1553.892333984375,5702253,1509.1075073242187,1449.37201171875,65.47256591559524
2023-12-29,1541.050048828125,1559.449951171875,1540.0,1542.9000244140625,1534.2530517578125,4388990,1513.4950073242187,1451.54701171875,58.424218674861116
2024-01-01,1539.0,1557.0,1535.25,1551.3499755859375,1542.6556396484375,2808451,1518.4475036621093,1453.7250122070313,60.04153393140426
2024-01-02,1546.0,1549.1500244140625,1523.0,1534.4000244140625,1525.8006591796875,5396313,1521.9500061035155,1455.60201171875,59.19041772301332
2024-01-03,1519.949951171875,1519.949951171875,1488.0,1490.0,1481.6494140625,7550363,1523.752508544922,1456.7290112304688,56.12305764941033
2024-01-04,1504.949951171875,1519.75,1492.9000244140625,1512.699951171875,1504.22216796875,7056038,1525.6725036621094,1458.4380102539062,51.843959711401105
2024-01-05,1506.75,1539.699951171875,1506.25,1532.550048828125,1523.9610595703125,8895403,1529.0050048828125,1460.9160107421876,40.75419196566377
2024-01-08,1528.949951171875,1536.0,1513.25,1522.800048828125,1514.2657470703125,4440136,1530.5875061035156,1463.9710107421874,41.473440879447246
2024-01-09,1541.9000244140625,1553.0,1525.8499755859375,1529.300048828125,1520.729248046875,4412074,1532.627508544922,1467.3680126953125,44.05981392911223
2024-01-10,1524.949951171875,1535.449951171875,1505.0,1519.9000244140625,1511.3819580078125,4096845,1534.8200073242188,1470.159013671875,46.43782533622029
2024-01-11,1524.9000244140625,1525.0,1486.5999755859375,1494.199951171875,1485.825927734375,11296088,1537.0800048828125,1472.50201171875,41.864533866533364
2024-01-12,1562.0,1618.0,1555.4000244140625,1612.75,1603.7115478515625,26754401,1542.6450073242188,1477.3890112304687,57.15104735961571
2024-01-15,1644.949951171875,1664.949951171875,1636.0,1652.0999755859375,1642.8409423828125,13228305,1546.3300048828125,1483.3480102539063,64.65645791362539
2024-01-16,1644.800048828125,1648.5,1625.0,1631.550048828125,1622.40625,6500917,1549.690008544922,1488.5760107421875,58.7962436928113
2024-01-17,1620.25,1647.5,1620.25,1640.199951171875,1631.0076904296875,9209876,1553.7850036621094,1493.5990087890625,60.46416706061021
2024-01-18,1642.6500244140625,1649.0,1628.25,1642.5999755859375,1633.3941650390625,6375464,1559.0950012207031,1498.3850073242188,64.11381157345613
2024-01-19,1651.5999755859375,1665.5,1644.1500244140625,1659.199951171875,1649.901123046875,4522736,1565.2549987792968,1503.4830053710937,64.92320227932163
2024-01-23,1650.0999755859375,1674.699951171875,1637.699951171875,1642.1500244140625,1632.94677734375,9401255,1569.2174987792969,1508.506005859375,64.90524478571076
2024-01-24,1659.9000244140625,1680.0,1645.0,1675.4000244140625,1666.0103759765625,8999681,1575.7900024414062,1514.5180053710938,76.46304070486474
2024-01-25,1672.949951171875,1680.550048828125,1658.0,1669.0999755859375,1659.7457275390625,8865304,1580.8900024414063,1520.5230053710939,73.42018762779635
2024-01-29,1665.1500244140625,1679.3499755859375,1647.5999755859375,1656.5999755859375,1647.3157958984375,4253785,1585.5875,1526.18400390625,68.99402152520076
2024-01-30,1662.449951171875,1690.0,1648.25,1651.449951171875,1642.194580078125,4995943,1591.0149963378906,1531.0030029296875,69.9797983934263
